ID,Date,Success,RotationDegree,ThrowDegree,StrenghValue,Direction,Source
21, 2025-02-12 10:56:18, False,11.96,147.95,0.0, links,DrehenFangen.csv
21, 2025-02-12 10:56:18, True,0.0,0.0,0.0, rechts,DrehenFangen.csv
21, 2025-02-12 10:56:18, True,0.0,0.0,0.0, rechts,DrehenFangen.csv
21, 2025-02-12 10:56:18, False,167.53,7.28,0.0, rechts,DrehenFangen.csv
21, 2025-02-12 10:56:18, False,193.49,18.64,0.0, rechts,DrehenFangen.csv
21, 2025-02-12 10:56:18, False,55.5,6.13,0.0, rechts,DrehenFangen.csv
21, 2025-02-12 10:56:18, False,17.64,2.98,0.0, rechts,DrehenFangen.csv
21, 2025-02-12 10:56:18, False,341.03,4.89,0.0, links,DrehenFangen.csv
21, 2025-02-12 10:56:18, False,20.36,14.86,0.0, links,DrehenFangen.csv
21, 2025-02-12 10:56:18, False,24.08,17.53,0.0, rechts,DrehenFangen.csv
21, 2025-02-12 10:56:18, True,0.89,130.39,0.0, rechts,DrehenFangen.csv
21, 2025-02-12 10:56:18, False,343.23,10.87,0.0, rechts,DrehenFangen.csv
21, 2025-02-12 10:56:18, False,355.16,11.42,0.0, rechts,DrehenFangen.csv
21, 2025-02-12 10:56:18, False,42.47,11.37,0.0, links,DrehenFangen.csv
21, 2025-02-12 10:56:18, False,7.56,20.57,0.0, links,DrehenFangen.csv
18, 2025-02-12 10:59:59, False," 273,46"," 11,04"," 0,00", links,DrehenFangen.csv
18, 2025-02-12 10:59:59, False," 7,15"," 2,35"," 0,00", links,DrehenFangen.csv
18, 2025-02-12 10:59:59, False," 366,04"," 10,97"," 0,00", links,DrehenFangen.csv
18, 2025-02-12 10:59:59, False," 142,13"," 18,04"," 0,00", links,DrehenFangen.csv
18, 2025-02-12 10:59:59, False," 259,50"," 33,99"," 0,00", links,DrehenFangen.csv
18, 2025-02-12 10:59:59, True," 0,12"," 141,23"," 0,00", rechts,DrehenFangen.csv
18, 2025-02-12 10:59:59, False," 19,33"," 14,31"," 0,00", links,DrehenFangen.csv
18, 2025-02-12 10:59:59, False," 316,80"," 4,80"," 0,00", links,DrehenFangen.csv
18, 2025-02-12 10:59:59, True," 88,59"," 6,18"," 0,00", rechts,DrehenFangen.csv
